TamanoMatriz;Procesos;Tiempo
13100;18;0.415818
9100;34;0.232421
7300;38;0.155111
6700;56;0.132129
7300;36;0.165287
9900;26;0.298065
6900;48;0.134706
6900;50;0.133766
13100;20;0.410556
6900;52;0.135457
6100;40;0.127617
7100;46;0.137690
6500;42;0.251394
7100;44;0.139330
13300;14;0.448582
6900;54;0.138912
9900;24;0.260082
10900;28;0.294645
10900;30;0.286859
7500;38;0.159728
9700;22;0.257372
6900;56;0.138052
7500;36;0.169822
7100;48;0.136850
7100;50;0.138664
9300;34;0.242294
7100;52;0.138617
11100;32;0.294813
7300;46;0.145106
7300;44;0.144703
6300;40;0.131547
7100;54;0.143375
6700;42;0.271981
7700;38;0.167140
7100;56;0.141929
7700;36;0.178292
7300;48;0.143454
13300;16;0.528229
7300;50;0.143841
13300;18;0.426671
7300;52;0.144071
10100;26;0.307347
7500;46;0.148433
7500;44;0.174497
9500;34;0.248552
7300;54;0.147962
11100;28;0.301920
11100;30;0.297825
13300;20;0.424746
6500;40;0.133583
10100;24;0.266166
6900;42;0.250748
7900;38;0.172573
13500;14;0.463694
7900;36;0.185376
7300;56;0.150081
7500;48;0.148345
7500;50;0.145208
9900;22;0.260319
11300;32;0.305175
7500;52;0.151667
7700;46;0.153509
7700;44;0.165443
7500;54;0.150924
8100;38;0.179050
9700;34;0.259508
7500;56;0.152275
8100;36;0.185324
7700;48;0.154656
6700;40;0.140581
7700;50;0.153633
7100;42;0.256991
7700;52;0.157922
7900;46;0.159582
10300;26;0.320971
11300;28;0.315029
7900;44;0.161313
13500;16;0.512796
11300;30;0.310694
7700;54;0.156800
13500;18;0.445345
10300;24;0.278651
8300;38;0.183205
13500;20;0.435230
7900;48;0.160538
11500;32;0.313704
7700;56;0.156507
8300;36;0.193548
7900;50;0.160058
7300;42;0.395693
7900;52;0.162106
13700;14;0.475024
9900;34;0.270732
6900;40;0.144503
10100;22;0.271080
8100;46;0.166797
8100;44;0.167318
7900;54;0.163159
8500;38;0.190391
8500;36;0.206281
8100;48;0.166767
7900;56;0.163672
8100;50;0.163504
8100;52;0.167563
11500;28;0.340459
11500;30;0.328814
8300;46;0.175404
7500;42;0.269563
10500;26;0.326806
8300;44;0.172923
7100;40;0.147530
8100;54;0.168791
10100;34;0.277536
13700;16;0.621684
11700;32;0.325606
13700;18;0.457655
10500;24;0.306558
8700;38;0.197272
8700;36;0.206549
8300;48;0.175342
8100;56;0.170628
8300;50;0.170029
13700;20;0.444218
8300;52;0.174402
10300;22;0.321282
8500;46;0.180459
8500;44;0.181954
8300;54;0.175147
7700;42;0.281776
7300;40;0.154432
10300;34;0.288776
8900;38;0.204501
8500;48;0.179554
8900;36;0.213862
11700;30;0.341648
11700;28;0.343061
8300;56;0.176657
8500;50;0.179474
8500;52;0.181267
8700;46;0.189371
10700;26;0.336457
11900;32;0.333661
8700;44;0.207982
8500;54;0.181972
10700;24;0.325459
7900;42;0.287253
7500;40;0.160382
9100;38;0.212551
8700;48;0.186447
9100;36;0.221643
8500;56;0.180394
8700;50;0.188053
10500;34;0.299281
10500;22;0.299036
8700;52;0.191001
8900;46;0.196233
8900;44;0.198185
8700;54;0.188651
11900;28;0.358165
11900;30;0.352153
8100;42;0.323157
9300;38;0.218334
7700;40;0.161671
12100;32;0.345639
8900;48;0.194572
9300;36;0.229929
8900;50;0.193588
8700;56;0.189159
8900;52;0.194963
10900;26;0.339927
9100;46;0.203128
10900;24;0.307233
9100;44;0.204514
10700;34;0.310856
8900;54;0.195302
9500;38;0.228620
8300;42;0.279673
9100;48;0.202055
9500;36;0.236984
10700;22;0.299112
9100;50;0.202268
8900;56;0.196153
7900;40;0.183732
12100;28;0.375105
12100;30;0.354955
9100;52;0.203373
9300;46;0.211171
9300;44;0.211788
9100;54;0.201397
12300;32;0.357294
10900;34;0.317413
9700;38;0.237913
9300;48;0.209080
9700;36;0.253301
11100;26;0.365699
9300;50;0.211445
11100;24;0.303426
9100;56;0.203844
9300;52;0.211677
8500;42;0.297368
9500;46;0.218205
8100;40;0.175813
9500;44;0.221526
9300;54;0.209663
12300;28;0.367471
12300;30;0.379986
10900;22;0.308959
11100;34;0.327326
9900;38;0.242697
9500;48;0.219068
9900;36;0.252298
12500;32;0.363727
9500;50;0.215982
9300;56;0.208616
9500;52;0.219104
9700;46;0.227519
8700;42;0.314807
9700;44;0.229122
9500;54;0.219168
8300;40;0.182773
11300;24;0.352545
11300;26;0.354773
10100;38;0.251124
10100;36;0.263188
9700;48;0.229847
9700;50;0.230148
11300;34;0.337205
12500;28;0.379015
9500;56;0.220103
12500;30;0.366382
9700;52;0.226387
9900;46;0.235356
9900;44;0.238535
9700;54;0.227423
12700;32;0.377375
8900;42;0.329763
11100;22;0.363783
100;58;0.101288
100;60;0.063366
100;62;0.046131
300;60;0.051659
300;58;0.029904
300;62;0.057370
10300;38;0.258639
8500;40;0.187560
10300;36;0.273597
9900;48;0.235437
500;60;0.030055
500;58;0.031359
500;62;0.049682
9900;50;0.233606
700;58;0.030389
700;60;0.030194
700;62;0.029301
9700;56;0.227352
900;58;0.031871
900;60;0.032058
900;62;0.029710
9900;52;0.235002
11500;34;0.348332
10100;46;0.244829
1100;62;0.037547
1100;58;0.031862
1100;60;0.031253
11500;26;0.377240
11500;24;0.328667
10100;44;0.248222
1300;60;0.032088
1300;58;0.045245
1300;62;0.031268
9900;54;0.233806
12700;28;0.391999
9100;42;0.299530
1500;58;0.058221
1500;60;0.059041
1500;62;0.057264
12700;30;0.393640
1700;58;0.059789
1700;60;0.060465
1700;62;0.058538
1900;58;0.061306
1900;60;0.061522
1900;62;0.059563
10500;36;0.280374
10500;38;0.266018
12900;32;0.391075
2100;58;0.063638
10100;48;0.242469
2100;60;0.063923
2100;62;0.061193
10100;50;0.244569
2300;58;0.064694
9900;56;0.241652
2300;60;0.066525
2300;62;0.063450
8700;40;0.195282
11300;22;0.333248
10100;52;0.243582
2500;58;0.067321
2500;60;0.108353
10300;46;0.251969
2500;62;0.065578
2700;58;0.069304
11700;34;0.357366
2700;60;0.114472
10300;44;0.257843
10100;54;0.243884
2700;62;0.067101
2900;58;0.071811
2900;60;0.116087
9300;42;0.337643
2900;62;0.069640
3100;58;0.074505
3100;60;0.118969
10700;36;0.290709
10700;38;0.272316
3100;62;0.072151
3300;58;0.077187
12900;28;0.403404
10300;48;0.250780
3300;60;0.077507
12900;30;0.405100
10300;50;0.253154
11700;24;0.357103
11700;26;0.374279
10100;56;0.242647
3300;62;0.075042
3500;58;0.079668
3500;60;0.080476
10300;52;0.251403
10500;46;0.261962
13100;32;0.401601
3500;62;0.076912
8900;40;0.201077
3700;58;0.083588
3700;60;0.083731
10500;44;0.266938
10300;54;0.251607
11900;34;0.368979
3700;62;0.079726
3900;58;0.086165
3900;60;0.085778
11500;22;0.342097
10900;36;0.297633
4100;58;0.088380
3900;62;0.081040
9500;42;0.342501
4100;60;0.094761
10900;38;0.285472
10500;48;0.261044
10500;50;0.262080
10300;56;0.253675
4300;58;0.086840
4100;62;0.087776
10500;52;0.259098
4300;60;3.387348
10700;46;0.270571
13100;28;0.411917
4500;58;0.093321
13100;30;0.415013
4300;62;0.094722
10500;54;0.260470
10700;44;0.274323
4500;60;0.095767
9100;40;0.209202
4700;58;0.094831
11900;24;0.366984
11900;26;0.403827
13300;32;0.410031
12100;34;0.379273
4500;62;0.097021
4700;60;0.102265
11100;36;0.307097
11100;38;0.296346
4900;58;0.103437
10700;48;0.269400
10700;50;0.272013
4700;62;0.099294
9700;42;0.340111
10500;56;0.264294
4900;60;0.109695
10700;52;0.272196
5100;58;0.104552
10900;46;0.282763
4900;62;0.103401
5100;60;0.109712
11700;22;0.355449
10700;54;0.271039
10900;44;0.284709
5300;58;0.104227
13300;28;0.427969
5100;62;0.106705
5300;60;0.115531
13300;30;0.430395
11300;36;0.317880
12300;34;0.391733
9300;40;0.220562
5500;58;0.106004
11300;38;0.304538
10900;48;0.280368
10900;50;0.280371
13500;32;0.426180
10700;56;0.271377
5300;62;0.110880
5500;60;0.113090
12100;24;0.402117
10900;52;0.278031
9900;42;0.384944
5700;58;0.110473
12100;26;0.412634
11100;46;0.291754
5500;62;0.113282
5700;60;0.122379
10900;54;0.279872
11100;44;0.296842
5900;58;0.117286
5700;62;0.117100
5900;60;0.125576
11500;36;0.327006
11500;38;0.314029
11900;22;0.366349
11100;48;0.291844
6100;58;0.121788
11100;50;0.289573
12500;34;0.401454
13500;28;0.442411
10900;56;0.279524
9500;40;0.227705
13500;30;0.434486
5900;62;0.121194
11100;52;0.289025
6100;60;0.130740
11300;46;0.300529
6300;58;0.125506
13700;32;0.438938
11300;44;0.305957
10100;42;0.342154
11100;54;0.287911
6100;62;0.123685
6300;60;0.130852
12300;24;0.401151
6500;58;0.128374
12300;26;0.415242
11700;36;0.335575
100;64;0.030490
11700;38;0.325365
11300;48;0.300259
11300;50;0.300604
300;64;0.032264
6300;62;0.129573
6500;60;0.135006
11100;56;0.290919
500;64;0.029743
12700;34;0.414418
6700;58;0.133698
700;64;0.029637
9700;40;0.236543
11300;52;0.300693
11500;46;0.310460
900;64;0.030186
13700;28;0.451542
1100;64;0.033520
13700;30;0.441285
6500;62;0.134317
6700;60;0.141701
1300;64;0.035355
12100;22;0.374967
11500;44;0.315970
11300;54;0.297432
1500;64;0.053379
6900;58;0.137135
1700;64;0.053486
10300;42;0.413629
1900;64;0.053793
11900;36;0.348110
6700;62;0.138193
11900;38;0.336491
6900;60;0.146568
2100;64;0.053622
11500;48;0.311692
11500;50;0.309029
7100;58;0.145645
2300;64;0.064656
11300;56;0.298952
12500;24;0.395044
11500;52;0.308639
2500;64;0.054380
11700;46;0.322793
12900;34;0.424129
6900;62;0.141443
12500;26;0.434700
7100;60;0.151223
2700;64;0.055432
9900;40;0.245919
11700;44;0.328497
11500;54;0.307535
7300;58;0.141650
2900;64;0.059225
7100;62;0.146632
3100;64;0.063752
7300;60;0.156682
12100;36;0.354730
10500;42;0.422232
12100;38;0.343329
11700;48;0.320717
11700;50;0.321130
12300;22;0.449139
7500;58;0.151521
3300;64;0.067629
11500;56;0.305930
11700;52;0.320460
7300;62;0.153350
11900;46;0.333341
3500;64;0.072693
7500;60;0.158565
13100;34;0.435364
3700;64;0.077553
11900;44;0.337650
11700;54;0.319331
7700;58;0.155629
12700;24;0.476288
10100;40;0.255181
7500;62;0.161475
3900;64;0.083660
12700;26;0.445240
7700;60;0.169580
12300;36;0.364896
12300;38;0.358086
11900;48;0.331058
11900;50;0.330357
10700;42;0.384706
7900;58;0.166038
4100;64;0.088901
11700;56;0.338290
11900;52;0.329572
12100;46;0.342983
7700;62;0.166106
7900;60;0.172486
4300;64;0.091010
13300;34;0.443528
11900;54;0.329152
12500;22;0.449004
12100;44;0.348728
8100;58;0.170355
4500;64;0.097049
7900;62;0.169623
12500;36;0.371914
8100;60;0.176149
10300;40;0.878890
12500;38;0.369513
4700;64;0.102600
12100;48;0.343668
12100;50;0.342083
12900;24;0.428783
8300;58;0.178271
11900;56;0.331470
10900;42;0.406654
12100;52;0.339635
12900;26;0.459343
12300;46;0.352574
4900;64;0.105075
8100;62;0.173913
8300;60;0.183466
12100;54;0.340705
12300;44;0.362979
13500;34;0.457495
5100;64;0.107247
8500;58;0.183101
12700;36;0.385169
8300;62;0.180364
12700;38;0.376798
8500;60;0.188827
12300;48;0.353940
12300;50;0.350368
12700;22;0.412596
5300;64;0.110432
12100;56;0.342534
10500;40;0.272464
11100;42;0.387319
8700;58;0.189132
12500;46;0.365525
12300;52;0.350464
5500;64;0.112921
8500;62;0.184718
13100;24;0.450127
8700;60;0.194386
12300;54;0.353828
12500;44;0.372253
13100;26;0.461433
13700;34;0.467490
12900;36;0.396879
5700;64;0.117776
8900;58;0.197297
12900;38;0.389561
12500;48;0.365227
12500;50;0.360159
8700;62;0.195123
8900;60;0.202297
12300;56;0.350275
5900;64;0.119985
12700;46;0.376436
12500;52;0.363782
11300;42;0.397258
9100;58;0.201923
10700;40;0.284219
12900;22;0.432249
12700;44;0.382489
12500;54;0.362632
8900;62;0.199520
6100;64;0.125123
9100;60;0.227812
13100;36;0.407724
13300;24;0.453873
13100;38;0.402351
12700;48;0.380416
12700;50;0.372893
9300;58;0.210689
13300;26;0.475000
12500;56;0.362373
6300;64;0.128800
9100;62;0.203946
12900;46;0.388970
12700;52;0.370028
9300;60;0.220249
11500;42;0.439114
12900;44;0.391461
12700;54;0.371365
9500;58;0.217635
10900;40;0.294922
6500;64;0.133657
13300;36;0.419743
13100;22;0.441006
9300;62;0.214633
13300;38;0.411036
12900;48;0.388148
9500;60;0.221361
12900;50;0.383339
12700;56;0.374684
6700;64;0.140543
13500;24;0.479606
9700;58;0.228794
13100;46;0.399687
12900;52;0.386879
13500;26;0.494731
9500;62;0.221907
13100;44;0.406375
12900;54;0.382898
11700;42;0.416907
9700;60;0.230877
6900;64;0.142707
13500;36;0.429162
9900;58;0.237729
13500;38;0.421529
11100;40;0.307097
13100;48;0.398260
13100;50;0.393439
9700;62;0.227160
12900;56;0.387272
7100;64;0.147249
13300;22;0.464004
13300;46;0.412566
9900;60;0.241570
13100;52;0.398645
13300;44;0.415127
10100;58;0.243121
13100;54;0.393696
13700;24;0.474656
11900;42;0.569732
13700;36;0.439735
13700;26;0.474810
7300;64;0.151705
9900;62;0.243758
13700;38;0.437848
10100;60;0.247149
13300;48;0.411633
13300;50;0.406805
11300;40;0.316253
13100;56;0.399922
10300;58;0.253550
13500;22;0.434020
13500;46;0.424430
13300;52;0.408742
7500;64;0.155384
10100;62;0.249113
13500;44;0.433226
13300;54;0.409168
10300;60;0.255820
12100;42;0.516909
10500;58;0.265898
13500;48;0.419739
13500;50;0.417647
7700;64;0.165328
13700;22;0.444828
10300;62;0.253529
13300;56;0.409746
10500;60;0.265977
13700;46;0.436189
13500;52;0.423569
11500;40;0.326863
13700;44;0.441261
13500;54;0.418055
7900;64;0.170553
10700;58;0.272261
10500;62;0.264103
13700;48;0.435194
10700;60;0.274702
13700;50;0.431092
12300;42;0.511229
8100;64;0.175928
13500;56;0.421757
10900;58;0.280009
13700;52;0.433771
10700;62;0.271668
13700;54;0.433450
11700;40;0.337380
10900;60;0.285614
8300;64;0.183561
11100;58;0.293929
12500;42;0.466067
13700;56;0.429896
10900;62;0.281671
11100;60;0.293916
8500;64;0.189841
11300;58;0.302002
11900;40;0.345611
11100;62;0.293936
11300;60;0.300601
8700;64;0.195144
12700;42;0.491607
11500;58;0.308835
11300;62;0.299606
11500;60;0.315252
8900;64;0.199673
12100;40;0.359232
11700;58;0.319030
11500;62;0.310864
12900;42;0.473278
11700;60;0.326071
9100;64;0.208442
11900;58;0.331776
11700;62;0.318706
12300;40;0.366895
11900;60;0.333747
9300;64;0.214468
12100;58;0.342169
13100;42;0.496730
11900;62;0.330053
9500;64;0.227662
12100;60;0.343494
12300;58;0.351576
12500;40;0.381217
12100;62;0.344518
9700;64;0.231278
12300;60;0.356832
13300;42;0.523134
12500;58;0.359854
12300;62;0.354423
12500;60;0.367349
9900;64;0.238341
12700;40;0.392302
12700;58;0.374771
13500;42;0.532307
12500;62;0.365592
12700;60;0.378221
10100;64;0.247325
12900;58;0.385501
12900;40;0.404871
12700;62;0.376895
10300;64;0.256208
12900;60;0.389634
13700;42;0.552115
13100;58;0.398630
13100;40;0.401716
12900;62;0.387574
13100;60;0.403039
10500;64;0.267644
13300;58;0.410874
13300;40;0.408703
13100;62;0.398721
13300;60;0.415857
10700;64;0.276206
13500;58;0.422460
13500;40;0.426241
13300;62;0.413878
13500;60;0.429330
13700;58;0.433444
10900;64;0.282505
13700;40;0.435094
13500;62;0.420399
13700;60;0.439065
11100;64;0.294556
13700;62;0.435670
11300;64;0.304080
11500;64;0.315956
11700;64;0.324194
11900;64;0.334400
12100;64;0.343464
12300;64;0.354360
12500;64;0.370003
12700;64;0.379214
12900;64;0.392698
13100;64;0.405118
13300;64;0.412324
13500;64;0.429518
13700;64;0.439135
13900;2;1.045806
13900;4;0.670422
13900;6;0.585451
13900;8;0.517997
13900;10;0.510569
13900;12;0.502084
13900;14;0.475176
13900;18;0.491687
13900;20;0.462104
13900;16;0.490843
13900;26;0.458943
13900;22;0.488682
13900;24;0.476702
13900;32;0.452097
13900;28;0.472721
13900;30;0.452633
14100;2;1.052326
14100;4;0.683987
14100;6;0.604873
13900;34;1.049353
14100;8;0.526342
14100;10;0.506529
13900;36;0.503792
14100;12;0.494563
14100;14;0.488517
14100;16;0.510460
14100;20;0.477479
14100;18;0.497592
14100;26;0.469497
14100;22;0.495967
14100;24;0.482786
14100;32;0.462083
14100;30;0.481193
14100;28;0.472495
14300;2;1.073127
14300;4;0.694052
14300;6;0.607039
14300;8;0.541007
14300;10;0.518912
14300;12;0.515733
13900;48;0.450594
13900;50;0.444671
13900;52;0.445097
13900;46;0.454220
14300;14;0.502614
13900;56;0.451369
14300;16;0.493184
13900;54;0.517669
14300;20;0.487855
14300;18;0.489962
14300;22;0.484729
14300;26;0.482969
14300;24;0.488190
14300;32;0.473670
13900;58;0.594620
14300;30;0.490328
14300;28;0.484649
14100;34;0.530080
14500;2;1.096742
14500;4;0.713571
14100;36;0.546922
14500;6;0.614559
14500;8;0.551263
14500;10;0.531386
14500;12;0.521359
14500;14;0.513553
14500;16;0.520579
14100;48;0.462906
14500;18;0.521110
14100;46;0.464093
14500;20;0.494227
14100;50;0.455615
14100;52;0.458253
14100;56;0.463996
14500;22;0.497513
14500;26;0.496091
14500;24;0.501188
14100;54;0.512699
14500;32;0.491415
14500;28;0.507915
14500;30;0.495240
13900;60;0.484386
14700;2;1.131916
14700;4;0.724686
14100;58;0.572042
14700;6;0.627975
14700;8;0.572027
14700;10;0.548786
14700;12;0.548096
14700;14;0.527820
14700;16;0.522885
14700;18;0.538591
14700;20;0.512943
14300;46;0.480209
14300;48;0.472795
14300;50;0.470092
14300;52;0.471388
14700;22;0.513472
14700;26;0.508111
14700;24;0.508680
13900;64;0.453246
14300;56;0.478695
14300;34;0.548951
14300;36;0.558665
14700;32;0.509071
14300;54;0.555995
14900;2;1.158262
14900;4;0.749280
14700;30;0.534709
14700;28;0.526707
14900;6;0.642843
14900;8;0.581781
14100;60;0.487904
14900;10;0.561199
14900;12;0.548790
14900;14;0.541918
14900;16;0.533438
14900;18;0.533955
14300;58;0.591718
14900;20;0.525974
14500;46;0.501878
14900;22;0.524176
14500;48;0.482965
14900;24;0.528783
14900;26;0.523153
14500;50;0.481097
14500;52;0.482255
15100;2;1.190001
15100;4;0.760691
14900;32;0.516813
14500;56;0.487201
15100;6;0.658195
14900;30;0.547437
15100;8;0.595872
14900;28;0.548515
15100;10;0.577999
14500;54;0.550780
15100;12;0.559848
14300;60;0.507880
15100;14;0.553341
15100;16;0.548216
15100;18;0.542579
15100;20;0.538692
14500;34;0.542140
14500;36;0.579011
14100;64;0.463505
15100;22;0.534254
15100;24;0.541565
14700;46;0.514061
15100;26;0.535350
14700;48;0.496376
15300;2;1.217545
15300;4;0.785191
14700;50;0.493206
14700;52;0.494163
15300;6;0.676066
14500;58;0.601038
15100;32;0.525213
15300;8;0.615903
15300;10;0.593010
15100;30;0.549964
14700;56;0.508479
15300;12;0.577654
15100;28;0.526822
15300;14;0.568913
14500;60;0.522114
14700;54;0.589495
15300;16;0.564647
15300;18;0.558808
15300;20;0.548248
15300;22;0.551209
15500;2;1.240461
15300;24;0.549612
15500;4;0.800341
15300;26;0.546459
14900;46;0.522722
15500;6;0.693718
14900;48;0.505822
14900;50;0.506923
15500;8;0.628579
14900;52;0.508625
15500;10;0.608199
15300;32;0.545090
15500;12;0.586521
15500;14;0.583421
15300;30;0.560420
15300;28;0.546645
14700;34;0.557823
14700;36;0.572737
14900;56;0.533728
14300;64;0.479233
14700;58;0.607741
15500;16;0.574290
14700;60;0.521455
15500;18;0.570640
15500;20;0.566172
14900;54;0.576358
15700;2;1.272498
15700;4;0.822627
15500;22;0.568089
15500;24;0.561194
15700;6;0.708562
15500;26;0.563927
15100;46;0.539508
15700;8;0.643187
15100;48;0.522463
15700;10;0.620661
15100;50;0.519659
15700;12;0.601792
15100;52;0.520467
15500;32;0.561543
15700;14;0.599829
15500;28;0.583388
15700;16;0.592924
15500;30;0.582143
15700;18;0.584274
15100;56;0.532285
14900;60;0.537508
15700;20;0.579479
15900;2;1.319408
15900;4;0.845985
15700;22;0.580349
15900;6;0.724294
15700;24;0.575069
14900;58;0.609350
15700;26;0.576434
15100;54;0.598046
15900;8;0.659112
14900;34;0.572945
15300;46;0.557099
15900;10;0.635082
14900;36;0.622899
15900;12;0.618380
15300;48;0.536717
15300;50;0.535763
15900;14;0.604786
14500;64;0.493303
15700;32;0.568164
15300;52;0.537605
15900;16;0.607320
15700;28;0.593182
15700;30;0.591064
15900;18;0.594202
16100;2;1.325924
16100;4;0.860833
15900;20;0.594535
15100;60;0.552212
15300;56;0.545598
16100;6;0.742683
15900;22;0.589826
15900;24;0.584490
16100;8;0.679137
15900;26;0.590565
16100;10;0.650104
15100;58;0.639737
16100;12;0.633087
15500;46;0.568483
15300;54;0.642926
16100;14;0.628511
15500;48;0.552057
15900;32;0.585164
15500;50;0.547434
16100;16;0.618063
15500;52;0.547633
16300;2;1.361071
16100;18;0.607048
16300;4;0.874017
15900;28;0.635820
15900;30;0.599976
16100;20;0.605496
15100;34;0.871576
16300;6;0.758361
15100;36;0.621425
15300;60;0.563598
16100;22;0.608241
16300;8;0.692563
15500;56;0.554822
16100;24;0.603098
16100;26;0.605022
16300;10;0.663409
14700;64;0.504992
16300;12;0.650367
15700;46;0.583113
16300;14;0.643194
15700;48;0.603363
16100;32;0.596747
15500;54;0.610707
16300;16;0.634211
15300;58;0.651561
15700;50;0.560493
16500;2;1.426319
16500;4;0.907623
15700;52;0.560813
16300;18;0.626275
16300;20;0.625346
16500;6;0.776171
16100;30;0.613633
16100;28;0.598324
16500;8;0.703844
16300;22;0.624609
15500;60;0.580809
16300;24;0.616587
16500;10;0.681964
16300;26;0.618258
15700;56;0.571701
16500;12;0.666403
16500;14;0.652411
15900;46;0.587563
15300;34;0.612520
15300;36;0.593727
16500;16;0.653287
16700;2;1.457593
16300;32;0.617378
16700;4;0.912198
15900;48;0.576683
15900;50;0.576822
16500;18;0.643307
15500;58;0.656675
16700;6;0.795433
15700;54;0.643223
16500;20;0.638074
15900;52;0.575340
14900;64;0.519545
16300;30;0.634847
16700;8;0.726073
16300;28;0.635261
16500;22;0.638965
16700;10;0.698875
16500;24;0.628807
16700;12;0.681993
15700;60;0.603636
16500;26;0.633232
16700;14;0.671214
15900;56;0.580457
16100;46;0.621048
16900;2;1.492264
16900;4;0.945800
16700;16;0.660631
16500;32;0.631171
16900;6;0.811048
16100;48;0.591681
16700;18;0.659901
16700;20;0.649412
16100;50;0.589838
16900;8;0.741555
16100;52;0.589420
15900;54;0.656922
16500;30;0.648448
16700;22;0.649130
16900;10;0.717981
15700;58;0.669121
16500;28;0.649771
16700;24;0.649188
15500;34;0.607843
16900;12;0.696730
15500;36;0.628373
16700;26;0.648873
16900;14;0.689882
15900;60;0.612526
17100;2;1.530069
17100;4;0.958365
16100;56;0.596151
16900;16;0.679878
16300;46;0.626745
17100;6;0.832918
15100;64;0.533236
16700;32;0.652581
16900;18;0.674904
16900;20;0.666137
16300;48;0.606131
17100;8;0.758223
16300;50;0.601110
17100;10;0.732262
16300;52;0.598904
16900;22;0.666414
16700;30;0.665471
17100;12;0.710889
16100;54;0.709282
16900;24;0.661581
16700;28;0.667441
16900;26;0.662954
17100;14;0.700854
15900;58;0.677796
17300;2;1.558805
16100;60;0.629707
17300;4;0.974378
17100;16;0.699133
17300;6;0.851082
16500;46;0.640499
16300;56;0.621724
17100;18;0.690794
16900;32;0.651456
15700;34;0.628852
15700;36;0.619420
17100;20;0.683456
17300;8;0.775076
16500;48;0.614335
17300;10;0.747840
16500;50;0.615073
17100;22;0.682495
16500;52;0.620259
17300;12;0.727914
16900;30;0.681675
17100;24;0.674436
16900;28;0.685727
17300;14;0.719655
15300;64;0.547043
17100;26;0.676163
17500;2;1.602735
16300;54;0.731342
17500;4;1.004037
16100;58;0.696179
16300;60;0.636089
17500;6;0.868693
17300;16;0.707705
16700;46;0.649269
17300;18;0.706206
17500;8;0.795695
16500;56;0.624584
17300;20;0.698636
17100;32;0.670852
17500;10;0.766291
16700;48;0.631006
16700;50;0.630141
17300;22;0.699385
17500;12;0.748360
17100;30;0.689623
17300;24;0.693442
16700;52;0.631156
17500;14;0.738500
17700;2;1.641338
15900;34;0.635610
17700;4;1.030387
17100;28;0.696413
17300;26;0.692999
15900;36;0.652271
17700;6;0.889151
17500;16;0.727140
16500;54;0.746728
16300;58;0.704398
16500;60;0.670992
17500;18;0.714957
17700;8;0.811271
16900;46;0.669967
17500;20;0.709026
17300;32;0.690560
15500;64;0.562267
17700;10;0.778975
16700;56;0.641715
16900;48;0.646549
17700;12;0.753715
17500;22;0.708603
16900;50;0.643637
17500;24;0.705036
17900;2;1.673139
17700;14;0.750175
17300;30;0.710797
17900;4;1.042455
16900;52;0.645454
17500;26;0.707159
17300;28;0.714612
17900;6;0.903330
17700;16;0.746736
17900;8;0.825348
17700;18;0.729261
16500;58;0.719778
16700;54;0.718711
16700;60;0.685128
17700;20;0.726981
17100;46;0.682244
17900;10;0.796125
17500;32;0.710463
16100;34;0.657960
16100;36;0.705568
16900;56;0.654341
17900;12;0.772238
17700;22;0.727625
17100;48;0.663981
18100;2;1.696126
18100;4;1.064443
17700;24;0.720049
17900;14;0.764641
17100;50;0.658741
17500;30;0.721822
17700;26;0.722825
17100;52;0.658302
18100;6;0.920378
17500;28;0.736351
17900;16;0.758718
15700;64;0.576347
18100;8;0.849780
17900;18;0.748677
17900;20;0.748072
16700;58;0.734187
18100;10;0.812224
17300;46;0.705142
16900;54;0.793837
17700;32;0.716629
18100;12;0.794076
18300;2;1.738240
17900;22;0.745305
18300;4;1.079288
17100;56;0.681018
18100;14;0.786911
17300;48;0.678807
17900;24;0.741061
17300;50;0.668043
18300;6;0.945681
17900;26;0.738984
17700;30;0.747511
17300;52;0.672010
17700;28;0.733524
18100;16;0.775916
16300;34;0.673239
16300;36;0.682361
18300;8;0.865096
16900;60;0.694281
18100;18;0.768339
18300;10;0.827593
18100;20;0.761569
16900;58;0.750293
17500;46;0.719409
18300;12;0.812013
18500;2;1.773487
17900;32;0.730744
17100;54;0.772995
18100;22;0.763338
18500;4;1.118324
15900;64;0.592293
18300;14;0.804821
18100;24;0.754213
17500;48;0.698696
17300;56;0.687529
18500;6;0.974684
17500;50;0.683521
18100;26;0.756255
18300;16;0.798068
17900;30;0.751713
17900;28;0.764360
18500;8;0.884683
17500;52;0.686448
18300;18;0.784654
18500;10;0.852076
17100;60;0.699200
18300;20;0.770311
18500;12;0.829912
18700;2;1.795312
16500;34;1.080880
17700;46;0.733435
18700;4;1.130688
18100;32;0.750431
16500;36;0.725043
18300;22;0.775302
17100;58;0.758891
18500;14;0.815154
18700;6;0.993092
17300;54;0.794919
18300;24;0.770099
17700;48;0.709564
17500;56;0.711499
18300;26;0.771853
17700;50;0.699642
18500;16;0.807669
18700;8;0.901912
18100;30;0.776428
18100;28;0.782092
17700;52;0.702344
18500;18;0.802005
18700;10;0.872730
16100;64;0.601828
18500;20;0.792557
18900;2;1.843170
18700;12;0.847388
18900;4;1.164368
17900;46;0.751450
18700;14;0.839629
18500;22;0.795319
18300;32;0.764828
18900;6;1.012077
17300;58;0.769907
18500;24;0.787663
17900;48;0.722917
17300;60;0.720128
17500;54;0.815026
16700;34;0.736080
18500;26;0.787472
18900;8;0.925195
18700;16;0.824879
17700;56;0.719989
17900;50;0.718885
16700;36;0.722898
18300;30;0.778876
18700;18;0.819655
18900;10;0.893148
18300;28;0.801157
